Chr,Strand,Start,Stop,nbexons
chr16_KI270853v1_alt,+,1890589,1952816,31
chr16_KI270853v1_alt,-,245406,267435,5
chr16_KI270853v1_alt,-,631356,694710,23
chr16_KI270853v1_alt,+,2028064,2028131,1
chr16_KI270853v1_alt,+,528362,528433,1
chr16_KI270853v1_alt,-,1523717,1546650,5
chr16_KI270853v1_alt,+,1092444,1246252,6
chr16_KI270853v1_alt,+,1301277,1384362,10
chr16_KI270853v1_alt,+,1160257,1246252,6
chr16_KI270853v1_alt,+,205666,242094,8
chr16_KI270853v1_alt,+,205666,242094,6
chr16_KI270853v1_alt,-,1523717,1546650,3
chr16_KI270853v1_alt,-,1523717,1546650,6
chr16_KI270853v1_alt,-,1523717,1546650,4
chr16_KI270853v1_alt,+,1053716,1067665,3
chr16_KI270853v1_alt,+,1053716,1067665,4
chr16_KI270853v1_alt,-,1361145,1515023,43
chr16_KI270853v1_alt,-,1361145,1515023,42
chr16_KI270853v1_alt,-,1879181,1881466,2
chr16_KI270853v1_alt,-,1807490,1881466,29
chr16_KI270853v1_alt,-,523097,694710,16
chr16_KI270853v1_alt,+,814312,870345,16
chr16_KI270853v1_alt,+,1890526,1952816,31
chr16_KI270854v1_alt,+,1003,11633,9
chr16_KI270854v1_alt,-,129514,130075,1
chr16_KI270854v1_alt,+,75155,125149,12
chr16_KI270854v1_alt,+,24813,125149,14
chr16_KI270855v1_alt,+,32587,39961,6
chr16_KI270855v1_alt,-,164002,177218,6
chr16_KI270855v1_alt,+,198141,212670,8
chr16_KI270855v1_alt,-,40612,53723,5
chr16_KI270855v1_alt,-,56866,119284,28
chr16_KI270855v1_alt,-,164002,176973,5
chr16_KI270855v1_alt,-,164002,176973,6
chr16_KI270855v1_alt,-,164002,178660,7
chr16_KI270855v1_alt,-,25011,28704,4
chr16_KI270855v1_alt,-,40614,119284,31
chr16_KI270855v1_alt,-,212998,216988,5
chr16_KI270855v1_alt,-,56866,118256,28
chr16_KI270855v1_alt,-,56866,119284,28
chr16_KI270855v1_alt,-,56866,119284,26
chr16_KI270855v1_alt,+,74170,85851,2
chr16_KI270855v1_alt,+,128127,159097,12
chr16_KI270855v1_alt,+,128127,159097,11
chr16_KI270855v1_alt,+,178662,212670,7
chr16_KI270855v1_alt,+,178662,212670,6
chr16_KI270855v1_alt,+,178662,212670,7
chr16_KI270855v1_alt,+,178662,212670,5
chr16_KI270855v1_alt,+,15124,39961,8
chr16_KI270855v1_alt,-,212998,216988,5
chr16_KI270855v1_alt,-,212998,216988,5
chr16_KI270855v1_alt,-,164002,176973,6
chr16_KI270855v1_alt,-,164002,176973,6
chr16_KI270855v1_alt,+,128127,159097,9
chr16_KI270855v1_alt,-,212998,216989,5
chr16_KI270855v1_alt,+,178662,212670,6
chr16_KI270855v1_alt,-,164002,177218,7
chr16_KI270855v1_alt,+,198180,212670,6
chr16_KI270855v1_alt,+,178662,212670,7
chr16_KI270855v1_alt,+,177025,212670,6
chr16_KI270856v1_alt,+,19241,20560,2
chr16_KI270856v1_alt,-,8415,14362,3
chr16_KI270856v1_alt,-,41593,48453,2
chr17,-,5514117,5584512,15
chr17,-,43640389,43661563,2
chr17,-,63917192,63918852,4
chr17,+,74215615,74262018,14
chr17,+,5128391,5175031,30
chr17,-,18327859,18363563,12
chr17,+,28473645,28497780,12
chr17,-,58489531,58517890,19
chr17,+,68291494,68429373,13
chr17,+,68291494,68452005,13
chr17,+,68291494,68441521,11
chr17,+,18744012,18779349,13
chr17,+,18744012,18779349,14
chr17,+,48723691,48724758,2
chr17,+,48723167,48724758,2
chr17,+,46923116,46942020,5
chr17,+,44899711,44903679,4
chr17,+,81712235,81721016,11
chr17,+,43780434,43784827,5
chr17,-,43014604,43022442,6
chr17,+,76000905,76005999,8
chr17,+,77185212,77217099,15
chr17,+,7549057,7561608,11
chr17,-,82018702,82022909,4
chr17,-,47117696,47189339,19
chr17,-,42189086,42194532,10
chr17,-,75898642,75905100,9
chr17,+,40015360,40017813,5
chr17,-,50862225,50866354,2
chr17,-,50862225,50867978,3
chr17,-,37514796,37609438,20
chr17,+,35243035,35273654,4
chr17,-,40818116,40822611,8
chr17,-,44372180,44389601,30
chr17,+,78214195,78225635,4
chr17,-,49838308,49848017,4
chr17,-,49838308,49848017,4
chr17,+,68035959,68046859,11
chr17,-,75236591,75262393,16
chr17,-,48632489,48632559,1
chr17,-,6451262,6556557,20
chr17,+,45135646,45144181,10
chr17,+,732545,742968,5
chr17,-,76718442,76726799,6
chr17,+,38127967,38138868,14
chr17,-,41363493,41369800,7
chr17,-,41459512,41467386,7
chr17,-,19904451,19977856,15
chr17,+,4710493,4721500,15
chr17,-,36377530,36388423,14
chr17,-,39671121,39688070,7
chr17,-,39671121,39688070,7
chr17,-,43875358,43907942,13
chr17,-,28346627,28357589,11
chr17,+,4951088,4957131,12
chr17,-,9910608,9959449,10
chr17,-,19383441,19387219,6
chr17,-,2059838,2266199,12
chr17,+,43483864,43526821,24
chr17,+,43483864,43524318,22
chr17,+,43483864,43524318,23
chr17,+,43483864,43524318,24
chr17,-,48133439,48430232,13
chr17,+,73232089,73245349,5
chr17,+,4584538,4608319,8
chr17,+,45247924,45268630,4
chr17,+,45247924,45268630,5
chr17,+,45262079,45268630,3
chr17,+,68206128,68257164,7
chr17,-,35983655,35986728,3
chr17,+,39200282,39204727,6
chr17,+,68628153,68679606,5
chr17,+,42535932,42544448,6
chr17,-,74770528,74776425,7
chr17,-,74770528,74776425,7
chr17,-,74770528,74776425,7
chr17,-,74770528,74776425,7
chr17,-,74770528,74776425,7
chr17,+,50346031,50361185,11
chr17,-,32328440,32342209,10
chr17,-,35765856,35795707,8
chr17,+,81977549,82017406,16
chr17,-,48762230,48794324,9
chr17,+,82418375,82442640,12
chr17,-,41486135,41489864,7
chr17,-,41420556,41424570,7
chr17,+,59893045,59950425,15
chr17,-,39904594,39917540,8
chr17,+,16690324,16774999,18
chr17,-,1003517,1179974,23
chr17,+,76737500,76778817,12
chr17,+,35148263,35189345,17
chr17,-,35854945,35868891,15
chr17,+,7308374,7312463,6
chr17,+,7307968,7312463,6
chr17,+,7306998,7312463,6
chr17,-,47117696,47189339,17
chr17,-,47117696,47189339,18
chr17,-,48930095,48944842,7
chr17,-,48930095,48944842,8
chr17,+,4833339,4898061,32
chr17,+,38127969,38138868,14
chr17,-,18271428,18315092,18
chr17,+,28662197,28702684,38
chr17,-,42572309,42577831,8
chr17,+,19089460,19097563,4
chr17,-,19154523,19162624,4
chr17,+,5282262,5336690,5
chr17,+,5282262,5386339,17
chr17,+,4932274,4935030,2
chr17,+,4710493,4721500,15
chr17,-,50381232,50397553,7
chr17,+,1829970,1899554,17
chr17,+,1829970,1899554,16
chr17,+,36937474,36944615,5
chr17,+,80036631,80100613,20
chr17,-,45023337,45051661,5
chr17,+,53822877,53825212,1
chr17,+,50346031,50361185,10
chr17,+,70104844,70135605,5
chr17,+,70104844,70135605,4
chr17,+,70104844,70135605,3
chr17,+,70075224,70135605,6
chr17,+,43211826,43220037,7
chr17,-,58982638,59106964,24
chr17,+,43170969,43211689,18
chr17,+,43170969,43209857,21
chr17,-,12991611,13018064,23
chr17,-,58345174,58352238,5
chr17,-,48548869,48575097,5
chr17,-,48548869,48582622,5
chr17,-,7626233,7627876,6
chr17,-,7626233,7627876,5
chr17,-,7626233,7627876,5
chr17,-,1464185,1491678,32
chr17,+,74431527,74447429,4
chr17,-,61865366,61928032,25
chr17,-,43044294,43125483,24
chr17,+,19237376,19336715,11
chr17,+,21126927,21191972,7
chr17,+,74274209,74314884,14
chr17,+,37406885,37477121,16
chr17,-,37514796,37609438,22
chr17,+,46923116,46942020,6
chr17,+,7014736,7017524,6
chr17,+,62423884,62450093,9
chr17,-,16342533,16353498,5
chr17,-,78991715,79009817,4
chr17,-,44850286,44899625,28
chr17,+,59220466,59275969,10
chr17,-,37686430,37745078,9
chr17,-,58520249,58532084,11
chr17,+,45135646,45144181,10
chr17,+,47896149,47928957,7
chr17,-,76679568,76688887,5
chr17,-,76679568,76688887,4
chr17,+,45160173,45170040,3
chr17,+,28854956,28861067,10
chr17,-,3662892,3668679,4
chr17,+,81637170,81648755,4
chr17,+,16217194,16326259,7
chr17,+,20087021,20239430,8
chr17,+,21284655,21315239,13
chr17,+,8310821,8322516,16
chr17,+,81528390,81537130,5
chr17,-,28577564,28599038,24
chr17,-,76565378,76586063,9
chr17,+,31488000,31538217,13
chr17,-,15627965,15684311,9
chr17,-,15627965,15684311,11
chr17,-,15627965,15684311,11
chr17,-,8878915,8965712,18
chr17,-,44395276,44503602,7
chr17,+,36534761,36539303,2
chr17,-,1421352,1456267,3
chr17,+,1829970,1899554,17
chr17,-,65635539,65826543,6
chr17,-,799312,979758,8
chr17,-,8095899,8118542,16
chr17,-,81681164,81683713,4
chr17,-,81681164,81683924,5
chr17,+,41837779,41848363,5
chr17,+,41835684,41848363,7
chr17,+,81035146,81117432,15
chr17,+,68035601,68046859,11
chr17,-,56938199,56961050,7
chr17,-,8204730,8210626,9
chr17,+,81683931,81702121,22
chr17,-,10521147,10549700,40
chr17,-,10443290,10469559,40
chr17,-,75941510,75979434,14
chr17,-,82442585,82450831,6
chr17,+,51166271,51171744,4
chr17,-,29073509,29176752,40
chr17,-,29073509,29180389,42
chr17,-,16546962,16569212,7
chr17,+,2030111,2043431,12
chr17,+,75724695,75757818,39
chr17,+,45784279,45835828,11
chr17,-,35918080,35930299,5
chr17,-,1713902,1713987,1
chr17,+,59841265,59841337,1
chr17,-,1003517,1187322,23
chr17,-,63695888,63700159,5
chr17,-,58205435,58219605,18
chr17,+,32350137,32370449,11
chr17,+,3215620,3216550,1
chr17,-,49223369,49230766,3
chr17,-,8474204,8630761,42
chr17,+,732545,742968,3
chr17,+,732545,742968,4
chr17,+,59707464,59842255,12
chr17,-,60177329,60392225,34
chr17,-,8120589,8124092,4
chr17,-,76038774,76072526,16
chr17,-,67337915,67366627,11
chr17,+,32444462,32483319,14
chr17,-,76734114,76737411,2
chr17,+,37407224,37477121,16
chr17,-,30194318,30235968,15
chr17,-,48930095,48944842,8
chr17,-,7235027,7239506,5
chr17,+,32021135,32053501,12
chr17,+,74248365,74262018,8
chr17,-,5179535,5191883,2
chr17,+,8435851,8468177,9
chr17,-,43875358,43909711,12
chr17,-,67991098,67993649,3
chr17,+,28473645,28497780,13
chr17,-,35548124,35558091,4
chr17,-,75266229,75271230,7
chr17,+,50547088,50555852,17
chr17,-,7459365,7479625,4
chr17,+,46295130,46337794,14
chr17,-,31851864,31859307,4
chr17,+,30921735,30959193,11
chr17,+,81891712,81900533,4
chr17,+,4833339,4898061,32
chr17,+,31391623,31538217,15
chr17,+,70169534,70180042,2
chr17,-,48595736,48604972,4
chr17,+,29568275,29573157,7
chr17,+,81703369,81707526,5
chr17,-,78890579,78903217,3
chr17,-,78890579,78903217,3
chr17,+,52985519,52987652,4
chr17,-,67070437,67245204,33
chr17,+,18780994,18801429,6
chr17,+,18780994,18806713,6
chr17,-,42810131,42824316,9
chr17,+,4710493,4721500,14
chr17,+,20009335,20314759,15
chr17,+,50719564,50752711,10
chr17,-,48026166,48037806,9
chr17,-,16546962,16569212,6
chr17,+,30970937,30999909,5
chr17,-,50184095,50201639,51
chr17,-,37686430,37745078,9
chr17,+,40015360,40017813,4
chr17,-,35131321,35142315,13
chr17,+,44557443,44561262,1
chr17,+,80178507,80202631,15
chr17,+,75012663,75021261,6
chr17,-,8204730,8210626,9
chr17,-,39757714,39778225,3
chr17,-,39757714,39864188,9
chr17,-,40553769,40565484,3
chr17,-,6578324,6640927,19
chr17,-,35934518,35943710,5
chr17,+,50426157,50474845,14
chr17,-,48529444,48530910,2
chr17,+,76726829,76733881,5
chr17,+,76726829,76733881,5
chr17,+,76726829,76733881,6
chr17,-,42667914,42677030,13
chr17,+,18858067,18931286,12
chr17,-,54961205,54968785,4
chr17,+,44070729,44076344,6
chr17,-,67337915,67366627,13
chr17,-,11977438,11997510,7
chr17,-,11977438,11997510,7
chr17,-,32759811,32877173,11
chr17,-,50171427,50172476,1
chr17,-,50171427,50172476,2
chr17,+,752332,755336,1
chr17,-,44677436,44689797,5
chr17,-,39921040,39927804,4
chr17,+,35809454,35847242,16
chr17,-,18327859,18363563,11
chr17,-,17246623,17281303,10
chr17,-,63432302,63440211,6
chr17,+,60677774,61392838,25
chr17,+,30921735,30959193,11
chr17,-,75167729,75183003,4
chr17,-,18537800,18625617,17
chr17,-,7913323,7916318,2
chr17,-,50761033,50767557,4
chr17,-,45843355,45895513,2
chr17,-,70166960,70169402,1
chr17,+,75667115,75708062,10
chr17,-,75135242,75154683,5
chr17,+,55750978,55777387,6
chr17,-,7259902,7262945,4
chr17,+,75205449,75235759,19
chr17,+,50561067,50627471,35
chr17,+,17972812,18007828,13
chr17,-,41040558,41041461,1
chr17,-,49700933,49707951,9
chr17,-,81932385,81937328,7
chr17,-,82942148,83006988,10
chr17,+,41930593,41966517,12
chr17,+,54900690,54961967,17
chr17,+,54900690,54961967,17
chr17,+,44187195,44191929,3
chr17,-,75266229,75271230,7
chr17,+,7705201,7711375,5
chr17,+,42998464,43002954,4
chr17,-,75236591,75262393,17
chr17,-,47117696,47189339,17
chr17,-,7626233,7627876,6
chr17,+,2056309,2059687,2
chr17,+,19061911,19062128,1
chr17,-,19063919,19064136,1
chr17,+,45132599,45144181,12
chr17,-,69244434,69327182,39
chr17,-,28275985,28307382,3
chr17,+,40177009,40195656,15
chr17,-,72079937,72120793,4
chr17,+,18780994,18806713,7
chr17,+,18789034,18806713,7
chr17,+,18781313,18806713,7
chr17,+,81891926,81900533,5
chr17,-,81509970,81512866,6
chr17,+,58238425,58268518,13
chr17,-,2049907,2050008,1
chr17,+,7549057,7557890,8
chr17,+,28854956,28861067,10
chr17,+,64449114,64468643,9
chr17,+,64449114,64468643,9
chr17,+,48830987,48865245,14
chr17,-,75941510,75979434,14
chr17,-,78991715,79009817,6
chr17,+,81035146,81117432,14
chr17,-,7243586,7251940,9
chr17,-,43044294,43124115,22
chr17,-,43044294,43125451,22
chr17,-,58205435,58219305,17
chr17,-,58205435,58219305,17
chr17,+,44070729,44076344,5
chr17,+,74776482,74839783,10
chr17,-,44319624,44324870,12
chr17,-,39156893,39166161,6
chr17,-,28607963,28614193,12
chr17,+,75109951,75114829,3
chr17,-,68267025,68291264,7
chr17,-,63872011,63873729,3
chr17,-,63872011,63873729,4
chr17,+,50561067,50627471,36
chr17,+,44308558,44317870,11
chr17,-,44959692,44968276,2
chr17,+,61452417,61485110,9
chr17,+,17042759,17192648,23
chr17,-,64002594,64006923,4
chr17,-,36165680,36176578,14
chr17,-,41722638,41734646,11
chr17,+,19127468,19159187,4
chr17,+,58692572,58695380,2
chr17,+,58692572,58734342,8
chr17,-,68974631,69060995,39
chr17,-,28954928,29006440,17
chr17,+,14301049,14349404,2
chr17,-,13494031,13601942,2
chr17,-,72645945,73092714,10
chr17,-,35099792,35119869,7
chr17,-,58998199,59106964,23
chr17,-,5213011,5234860,5
chr17,-,75135242,75154683,5
chr17,+,11241422,11564063,5
chr17,+,11241422,11564063,4
chr17,+,20321173,20402191,16
chr17,-,63432303,63446361,6
chr17,+,18087866,18107985,13
chr17,-,41754606,41786095,15
chr17,-,41754606,41786768,16
chr17,-,41754606,41786768,15
chr17,+,77281409,77500596,12
chr17,-,58520249,58532084,12
chr17,-,58520249,58532084,10
chr17,+,5282262,5386339,18
chr17,-,59952361,59964756,9
chr17,+,72121019,72126419,3
chr17,+,60149935,60159545,8
chr17,-,18244816,18258916,30
chr17,-,76006844,76027452,22
chr17,-,82942148,83006997,9
chr17,-,81867718,81871406,5
chr17,-,9771433,9791297,6
chr17,+,42458843,42522579,21
chr17,-,44850286,44899368,28
chr17,+,73232621,73248956,5
chr17,+,73232089,73248956,6
chr17,+,50561067,50627471,35
chr17,-,4163817,4263995,24
chr17,-,76470892,76501427,19
chr17,-,38530023,38605930,19
chr17,+,9576626,9643461,13
chr17,+,77089306,77089493,1
chr17,+,75667115,75708062,10
chr17,-,30782683,30824760,8
chr17,-,17494438,17496395,2
chr17,-,41123090,41124167,1
chr17,+,62481112,62615480,20
chr17,-,8878915,8965712,19
chr17,-,508667,714856,22
chr17,+,43211826,43220037,9
chr17,-,48621156,48626473,2
chr17,-,7913323,7916195,2
chr17,+,7355135,7357219,7
chr17,+,35731659,35743521,4
chr17,+,37033744,37033813,1
chr17,-,29073509,29180389,43
chr17,+,43125556,43145228,5
chr17,+,35573656,35573753,1
chr17,+,45135646,45144181,10
chr17,-,81867718,81871406,6
chr17,+,30970937,30999911,6
chr17,-,7389727,7394843,8
chr17,+,63550434,63594281,8
chr17,-,3510501,3557995,18
chr17,+,49788618,49829096,15
chr17,-,5384832,5419739,17
chr17,+,63998350,64004284,5
chr17,+,63998350,64004284,5
chr17,+,63998350,64004284,6
chr17,-,19678314,19716730,18
chr17,+,39461510,39534565,14
chr17,-,58205435,58219305,18
chr17,+,15999379,16029409,10
chr17,+,41712325,41715969,3
chr17,+,30378923,30469657,21
chr17,+,63477060,63498380,25
chr17,+,35587262,35726417,21
chr17,+,40015360,40017813,5
chr17,-,68867286,68955392,38
chr17,+,19648750,19677595,10
chr17,+,27294020,27313621,9
chr17,+,6996064,7010736,14
chr17,-,36495754,36535457,26
chr17,+,36486626,36495821,5
chr17,+,45894381,46028333,11
chr17,-,41754606,41786768,15
chr17,+,48908368,48929060,7
chr17,-,69078705,69141874,39
chr17,-,81509970,81512866,6
chr17,+,68291494,68420859,12
chr17,-,8140469,8152435,23
chr17,+,48590419,48602341,4
chr17,+,48592291,48602341,2
chr17,+,48595957,48602341,2
chr17,-,74694308,74713000,6
chr17,+,47522956,47623276,24
chr17,-,8188332,8190246,1
chr17,-,18658429,18682259,5
chr17,+,75205449,75235759,18
chr17,+,36486626,36495821,5
chr17,+,39699977,39728662,26
chr17,+,31488000,31538217,11
chr17,+,3116593,3117457,1
chr17,+,29568275,29573157,7
chr17,-,44205032,44221626,21
chr17,-,78112917,78132427,20
chr17,-,7101321,7114811,9
chr17,+,82051864,82057470,13
chr17,+,42853242,42858131,4
chr17,+,18856298,18931286,10
chr17,+,42998272,43002954,5
chr17,-,29073520,29075609,1
chr17,-,44850286,44899625,27
chr17,-,76080992,76103571,19
chr17,-,74862496,74873031,12
chr17,-,58520249,58540818,13
chr17,-,43800798,43833194,20
chr17,+,43006724,43014459,7
chr17,+,42833396,42843760,11
chr17,+,43780434,43784827,6
chr17,-,81125882,81125949,1
chr17,+,49575935,49583809,2
chr17,-,41866916,41919022,29
chr17,+,77140922,77217099,17
chr17,+,77140922,77217099,17
chr17,-,4988129,4997610,8
chr17,+,17476985,17493220,2
chr17,+,35147816,35189345,20
chr17,+,42833141,42843760,13
chr17,-,48724764,48728749,2
chr17,-,75038859,75046979,6
chr17,-,63938553,63972918,24
chr17,+,5419640,5433020,4
chr17,+,5419640,5433020,6
chr17,-,57861242,57903389,11
chr17,+,82229010,82239499,5
chr17,-,5208920,5234860,5
chr17,+,18856298,18931286,11
chr17,+,51153558,51162089,6
chr17,+,4951088,4957131,12
chr17,-,81125275,81125373,1
chr17,-,16830482,16832833,5
chr17,+,75721327,75757818,40
chr17,-,36495754,36535457,22
chr17,+,80169991,80209331,22
chr17,+,19061911,19062128,1
chr17,-,19063919,19064136,1
chr17,+,16786891,16804505,8
chr17,+,45894381,46028333,11
chr17,+,45784279,45835828,12
chr17,-,45023337,45051517,5
chr17,-,45023337,45061129,5
chr17,+,59619688,59696956,32
chr17,+,48048304,48061545,5
chr17,+,58692572,58695380,2
chr17,+,75109951,75114829,3
chr17,-,44191804,44198161,12
chr17,-,75135242,75154683,5
chr17,-,75135242,75153293,5
chr17,-,28714280,28718268,10
chr17,-,28714280,28718268,11
chr17,+,63827683,63832027,12
chr17,-,65635539,66192231,27
chr17,+,76868715,76950389,17
chr17,-,17246623,17280698,12
chr17,-,40019096,40054636,25
chr17,-,74770528,74776425,6
chr17,-,74770528,74776425,7
chr17,-,68535115,68600954,12
chr17,-,10680331,10697568,6
chr17,-,42124975,42155044,6
chr17,-,39757714,39864188,7
chr17,+,78146352,78166283,5
chr17,+,45784279,45835828,12
chr17,-,1003517,1109100,22
chr17,-,40092783,40100725,8
chr17,+,32444462,32483319,13
chr17,+,4796143,4798503,6
chr17,+,18422180,18425333,1
chr17,+,12665889,12768948,14
chr17,+,45161858,45170040,4
chr17,-,8159146,8162876,5
chr17,-,73283623,73312004,2
chr17,+,1743025,1755265,10
chr17,+,1742835,1755265,9
chr17,+,82519717,82604607,9
chr17,-,74609882,74623758,4
chr17,-,41866925,41919019,29
chr17,+,50373219,50381459,9
chr17,+,42844582,42850712,4
chr17,+,27631147,27649560,11
chr17,-,65635539,66192231,27
chr17,-,76527347,76537905,4
chr17,+,27294020,27313621,7
chr17,-,44248389,44268134,20
chr17,-,9250470,9575958,8
chr17,-,7591229,7614897,17
chr17,+,59619688,59696956,32
chr17,+,50561067,50627471,36
chr17,-,9910608,10026306,14
chr17,+,82051864,82057470,14
chr17,+,82051864,82057470,13
chr17,-,6799980,6831741,8
chr17,+,68206128,68257164,8
chr17,+,68206128,68257164,8
chr17,-,3673227,3696404,12
chr17,-,19383441,19387219,6
chr17,+,57085716,57121344,12
chr17,+,57085773,57121344,12
chr17,+,4143167,4157701,4
chr17,+,4143620,4157701,4
chr17,-,82242660,82273742,9
chr17,-,43800798,43833194,20
chr17,+,42851183,42858131,4
chr17,+,42980561,42995143,6
chr17,-,35854945,35868891,15
chr17,+,42020068,42025638,5
chr17,+,42020068,42025638,4
chr17,+,50634856,50691702,31
chr17,-,40475827,40501602,13
chr17,-,34927858,34961509,13
chr17,-,34927858,34961509,13
chr17,+,18439907,18442894,7
chr17,-,81539884,81552403,9
chr17,-,3923868,3964464,21
chr17,-,3923868,3964464,23
chr17,+,64506735,64537951,20
chr17,-,39728499,39730563,3
chr17,+,42562073,42566281,9
chr17,-,61393455,61399606,2
chr17,-,61393455,61399606,3
chr17,-,61393455,61399606,2
chr17,-,74862496,74873031,12
chr17,-,81867718,81871406,7
chr17,-,78795651,78840527,21
chr17,+,42780630,42797066,18
chr17,+,39699977,39728662,27
chr17,+,76384608,76387860,6
chr17,+,4940007,4945223,10
chr17,+,2041982,2043431,2
chr17,+,59893045,59950425,15
chr17,+,63622440,63696310,17
chr17,-,43527842,43530435,5
chr17,-,33013087,34156806,10
chr17,-,30248194,30292166,12
chr17,+,32007871,32053501,15
chr17,-,45023337,45061129,5
chr17,-,1569253,1628886,15
chr17,-,39063302,39151649,14
chr17,+,82232231,82239499,5
chr17,+,77450530,77500596,10
chr17,+,20579723,20580911,2
chr17,-,42810131,42824316,12
chr17,+,82051864,82057470,13
chr17,-,78107400,78111799,2
chr17,+,7408182,7419864,7
chr17,+,75261667,75266376,5
chr17,+,68248003,68257164,7
chr17,+,39626923,39636625,7
chr17,+,17681472,17811451,6
chr17,-,8224820,8248095,22
chr17,+,42288055,42311942,18
chr17,+,42288055,42311942,18
chr17,-,78674046,78723750,13
chr17,-,19737984,19748433,10
chr17,-,55719626,55722864,2
chr17,-,28703196,28711091,5
chr17,-,28703196,28711091,4
chr17,-,28703196,28711907,5
chr17,-,57971548,57988254,6
chr17,+,59707464,59842255,11
chr17,+,7558291,7561608,7
chr17,+,7558291,7561608,5
chr17,+,50835243,50842348,2
chr17,-,37686430,37745078,7
chr17,+,45515228,45516109,1
chr17,-,46329661,46361797,4
chr17,-,46547523,46579722,4
chr17,+,50274426,50281485,5
chr17,+,6776232,6787646,4
chr17,+,56153474,56482646,17
chr17,+,19127468,19159187,4
chr17,+,28473645,28497780,14
chr17,-,3673227,3696404,11
chr17,+,12789511,12991644,20
chr17,+,12789511,12991644,22
chr17,-,28546706,28552628,4
chr17,+,42287546,42311942,20
chr17,+,44141901,44162476,10
chr17,+,82031655,82034204,6
chr17,-,3714624,3801243,31
chr17,-,41565840,41572058,8
chr17,-,40861177,40867210,8
chr17,+,68248003,68257164,8
chr17,+,39980767,39997960,12
chr17,+,4796143,4798503,6
chr17,-,64039141,64130142,22
chr17,-,74694308,74713000,6
chr17,-,74694308,74713000,7
chr17,+,48997411,49056145,13
chr17,+,28523940,28538157,8
chr17,+,16438986,16470648,5
chr17,+,11598430,11969748,69
chr17,-,42874673,42898734,6
chr17,-,75874163,75878575,6
chr17,-,81665035,81666637,2
chr17,+,7355135,7357219,7
chr17,+,7855065,7856099,2
chr17,-,17505562,17582431,7
chr17,+,66964863,67033402,4
chr17,+,34356451,34358610,3
chr17,-,41008520,41009114,1
chr17,+,6755832,6775645,5
chr17,-,31851864,31859074,4
chr17,-,42189086,42194532,10
chr17,+,5419640,5433020,5
chr17,-,47450226,47492620,6
chr17,-,36377530,36439509,14
chr17,+,75667115,75708062,12
chr17,-,7402973,7404138,4
chr17,-,1344539,1400262,6
chr17,-,16030093,16215560,46
chr17,-,82829433,82840055,3
chr17,-,74950743,74972805,19
chr17,+,41232499,41256364,2
chr17,-,54961205,54968785,4
chr17,-,54961205,54968785,4
chr17,-,41139432,41140487,1
chr17,+,41255383,41256364,1
chr17,+,7281734,7288048,11
chr17,-,49289205,49362114,6
chr17,-,78112917,78128794,20
chr17,-,63909596,63911328,5
chr17,+,16380792,16382745,2
chr17,-,49404047,49414905,8
chr17,-,7074536,7080307,9
chr17,+,75012663,75021261,6
chr17,-,29073509,29180389,42
chr17,+,29246856,29254484,6
chr17,-,65528564,65561622,11
chr17,+,50719543,50756213,11
chr17,+,16381340,16382745,2
chr17,+,16381464,16382745,2
chr17,+,61399895,61409466,7
chr17,-,49289205,49362473,6
chr17,-,58520249,58540818,12
chr17,-,42572309,42577716,7
chr17,-,65635539,66191907,25
chr17,-,7243586,7251676,8
chr17,+,58192723,58205174,13
chr17,-,72021850,72025979,3
chr17,+,81902108,81902905,2
chr17,+,48107557,48122743,8
chr17,-,40360652,40364693,1
chr17,+,75525701,75575209,25
chr17,+,67717832,67744208,17
chr17,+,37407224,37465653,11
chr17,-,3565445,3592877,15
chr17,-,40553769,40560394,3
chr17,-,40553769,40561013,3
chr17,-,40553769,40561013,3
chr17,-,28897780,28903071,5
chr17,-,35435095,35448837,6
chr17,-,8729927,8744836,7
chr17,-,11977438,11997372,9
chr17,-,81228276,81239091,12
chr17,+,76868715,76950389,17
chr17,-,44076752,44123646,27
chr17,-,49710324,49764156,8
chr17,+,16438986,16442026,5
chr17,-,1711503,1716272,3
chr17,-,1711503,1716272,4
chr17,+,62479024,62615480,23
chr17,-,28714280,28717890,10
chr17,-,46978155,46979248,1
chr17,-,1934676,2025345,2
chr17,+,78378617,78424659,9
chr17,-,36088256,36090143,3
chr17,+,7380973,7389773,13
chr17,+,28473645,28497780,12
chr17,+,59893045,59950425,16
chr17,+,59893045,59950425,15
chr17,+,59893045,59950425,14
chr17,+,50561067,50627471,35
chr17,+,73232621,73248956,6
chr17,-,58556676,58692055,32
chr17,-,62701313,62808381,11
chr17,+,59707464,59842255,11
chr17,+,8288650,8290091,5
chr17,-,55719626,55732121,4
chr17,-,59109858,59155439,4
chr17,+,36948874,37056871,12
chr17,-,82321023,82334045,5
chr17,+,77140922,77217099,17
chr17,-,9897709,9905367,3
chr17,-,35099792,35119869,10
chr17,+,50561067,50627471,34
chr17,+,7336528,7351474,22
chr17,-,39603767,39607922,2
chr17,-,4897768,4903074,12
chr17,-,43940801,43942274,4
chr17,+,45147316,45152101,1
chr17,+,82235773,82239499,5
chr17,+,82234898,82239499,5
chr17,-,82389209,82418637,9
chr17,-,39904594,39918650,10
chr17,-,10628525,10657309,41
chr17,-,5440911,5469060,11
chr17,+,49972765,49974959,2
chr17,-,8797109,8799349,1
chr17,+,45784279,45835828,12
chr17,+,39688083,39728662,31
chr17,+,32142453,32225771,19
